c0_v3_stage1_pred,c1_v3_stage1_pred,c2_v3_stage1_pred,c3_v3_stage1_pred,c4_v3_stage1_pred,c5_v3_stage1_pred,c6_v3_stage1_pred,c7_v3_stage1_pred,c8_v3_stage1_pred,c9_v3_stage1_pred
0.002,0.782,0.024,0.004,0.008,0.008,0.006,0.03,0.136,0.0
0.048,0.134,0.008,0.014,0.09,0.038,0.092,0.02,0.468,0.088
0.004,0.628,0.004,0.004,0.196,0.038,0.02,0.048,0.044,0.014
0.004,0.0,0.008,0.844,0.0,0.02,0.0,0.0,0.0,0.124
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.144,0.022,0.05,0.03,0.036,0.578,0.068,0.032,0.038,0.002
0.002,0.098,0.264,0.082,0.028,0.092,0.092,0.008,0.318,0.016
0.0,0.012,0.006,0.044,0.04,0.012,0.0,0.788,0.062,0.036
0.768,0.02,0.03,0.008,0.01,0.012,0.084,0.004,0.044,0.02
0.02,0.722,0.01,0.022,0.054,0.018,0.03,0.012,0.108,0.004
0.002,0.006,0.926,0.028,0.004,0.0,0.004,0.002,0.012,0.016
0.0,0.264,0.054,0.01,0.028,0.026,0.014,0.052,0.538,0.014
0.976,0.0,0.0,0.0,0.012,0.004,0.002,0.004,0.002,0.0
0.0,0.0,0.0,0.002,0.0,0.01,0.0,0.002,0.012,0.974
0.0,0.006,0.002,0.002,0.0,0.972,0.002,0.006,0.006,0.004
0.006,0.006,0.024,0.05,0.0,0.818,0.028,0.0,0.014,0.054
0.012,0.0,0.0,0.004,0.974,0.0,0.004,0.006,0.0,0.0
0.016,0.594,0.028,0.024,0.036,0.032,0.04,0.012,0.176,0.042
0.018,0.018,0.018,0.016,0.02,0.03,0.846,0.006,0.022,0.006
0.004,0.066,0.002,0.01,0.102,0.054,0.014,0.024,0.026,0.698
0.002,0.006,0.04,0.018,0.0,0.0,0.004,0.0,0.918,0.012
0.0,0.006,0.74,0.04,0.002,0.004,0.002,0.002,0.202,0.002
0.0,0.012,0.986,0.002,0.0,0.0,0.0,0.0,0.0,0.0
0.022,0.146,0.016,0.052,0.212,0.05,0.018,0.294,0.04,0.15
0.004,0.002,0.002,0.006,0.0,0.034,0.0,0.0,0.002,0.95
0.002,0.012,0.002,0.0,0.892,0.002,0.004,0.066,0.01,0.01
0.996,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.002
0.0,0.0,0.002,0.012,0.0,0.01,0.0,0.956,0.016,0.004
0.0,0.002,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.002
0.516,0.062,0.03,0.018,0.06,0.066,0.048,0.006,0.124,0.07
0.0,0.93,0.0,0.01,0.0,0.008,0.002,0.002,0.036,0.012
0.026,0.158,0.012,0.012,0.212,0.058,0.03,0.052,0.088,0.352
0.004,0.03,0.85,0.032,0.002,0.006,0.004,0.016,0.052,0.004
0.0,0.968,0.0,0.002,0.01,0.0,0.002,0.0,0.016,0.002
0.0,0.908,0.028,0.016,0.0,0.008,0.006,0.004,0.028,0.002
0.02,0.022,0.0,0.006,0.862,0.016,0.026,0.022,0.024,0.002
0.0,0.026,0.008,0.042,0.008,0.016,0.016,0.03,0.828,0.026
0.016,0.01,0.0,0.006,0.036,0.81,0.016,0.026,0.01,0.07
0.0,0.002,0.002,0.0,0.018,0.0,0.002,0.962,0.004,0.01
0.002,0.038,0.032,0.062,0.03,0.0,0.0,0.686,0.058,0.092
0.0,0.02,0.918,0.008,0.002,0.002,0.01,0.002,0.038,0.0
0.0,0.008,0.004,0.024,0.004,0.002,0.0,0.936,0.008,0.014
0.982,0.002,0.004,0.002,0.0,0.0,0.004,0.0,0.002,0.004
0.002,0.01,0.012,0.0,0.002,0.01,0.948,0.004,0.012,0.0
0.01,0.016,0.002,0.0,0.842,0.01,0.006,0.09,0.008,0.016
0.0,0.002,0.982,0.008,0.0,0.002,0.002,0.0,0.004,0.0
0.002,0.008,0.012,0.096,0.0,0.722,0.042,0.0,0.06,0.058
0.0,0.014,0.032,0.088,0.0,0.728,0.02,0.002,0.054,0.062
0.0,0.012,0.004,0.004,0.008,0.0,0.97,0.0,0.002,0.0
0.0,0.002,0.006,0.006,0.028,0.004,0.0,0.898,0.014,0.042
0.996,0.0,0.0,0.002,0.0,0.0,0.002,0.0,0.0,0.0
0.98,0.002,0.006,0.002,0.004,0.002,0.0,0.0,0.002,0.002
0.932,0.004,0.008,0.01,0.002,0.012,0.008,0.0,0.02,0.004
0.008,0.008,0.012,0.002,0.0,0.01,0.94,0.002,0.016,0.002
0.0,0.02,0.026,0.088,0.0,0.764,0.006,0.0,0.028,0.068
0.0,0.014,0.022,0.934,0.0,0.008,0.0,0.0,0.012,0.01
0.024,0.016,0.008,0.002,0.198,0.004,0.014,0.706,0.026,0.002
0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
0.01,0.006,0.0,0.04,0.004,0.876,0.016,0.002,0.006,0.04
0.0,0.006,0.014,0.1,0.0,0.068,0.0,0.008,0.03,0.774
0.008,0.046,0.072,0.176,0.002,0.046,0.0,0.012,0.042,0.596
0.002,0.012,0.01,0.012,0.002,0.91,0.0,0.022,0.012,0.018
0.0,0.004,0.0,0.0,0.992,0.0,0.0,0.002,0.002,0.0
0.0,0.816,0.076,0.05,0.0,0.012,0.012,0.0,0.032,0.002
0.944,0.004,0.0,0.002,0.002,0.008,0.026,0.0,0.008,0.006
0.0,0.004,0.006,0.008,0.006,0.004,0.002,0.93,0.026,0.014
0.082,0.044,0.01,0.002,0.574,0.112,0.118,0.052,0.004,0.002
0.0,0.6,0.068,0.008,0.028,0.032,0.056,0.008,0.194,0.006
0.018,0.07,0.064,0.042,0.088,0.02,0.024,0.316,0.352,0.006
0.004,0.038,0.02,0.024,0.096,0.03,0.0,0.556,0.074,0.158
0.97,0.0,0.0,0.0,0.002,0.006,0.02,0.0,0.002,0.0
0.002,0.006,0.79,0.034,0.0,0.002,0.002,0.008,0.152,0.004
0.008,0.022,0.002,0.002,0.854,0.022,0.016,0.06,0.008,0.006
0.0,0.07,0.084,0.218,0.004,0.054,0.002,0.02,0.146,0.402
0.002,0.734,0.16,0.026,0.002,0.032,0.022,0.0,0.014,0.008
0.984,0.0,0.0,0.002,0.002,0.002,0.008,0.0,0.002,0.0
0.014,0.012,0.02,0.058,0.04,0.058,0.002,0.046,0.314,0.436
0.99,0.002,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.004
0.0,0.018,0.038,0.062,0.036,0.038,0.0,0.714,0.076,0.018
0.01,0.17,0.47,0.04,0.04,0.002,0.028,0.016,0.216,0.008
0.004,0.008,0.026,0.79,0.008,0.026,0.018,0.002,0.03,0.088
0.002,0.008,0.0,0.0,0.062,0.014,0.01,0.866,0.022,0.016
0.014,0.386,0.032,0.01,0.04,0.292,0.1,0.03,0.09,0.006
0.008,0.042,0.006,0.004,0.714,0.116,0.046,0.03,0.012,0.022
0.016,0.112,0.434,0.058,0.02,0.006,0.026,0.046,0.268,0.014
0.954,0.004,0.0,0.002,0.012,0.016,0.0,0.004,0.004,0.004
0.008,0.028,0.002,0.064,0.03,0.558,0.082,0.012,0.016,0.2
0.004,0.12,0.232,0.092,0.014,0.192,0.064,0.02,0.234,0.028
0.0,0.002,0.0,0.004,0.018,0.008,0.006,0.956,0.002,0.004
0.002,0.002,0.768,0.046,0.006,0.012,0.0,0.01,0.144,0.01
0.02,0.102,0.064,0.12,0.044,0.072,0.03,0.038,0.234,0.276
0.008,0.242,0.332,0.05,0.092,0.008,0.012,0.092,0.132,0.032
0.002,0.014,0.924,0.022,0.0,0.008,0.0,0.002,0.02,0.008
0.004,0.008,0.006,0.016,0.0,0.034,0.904,0.0,0.016,0.012
0.0,0.048,0.51,0.154,0.002,0.016,0.0,0.026,0.034,0.21
0.086,0.02,0.016,0.01,0.016,0.788,0.028,0.006,0.026,0.004
0.0,0.01,0.002,0.0,0.002,0.0,0.004,0.978,0.004,0.0
0.002,0.008,0.054,0.088,0.01,0.014,0.01,0.004,0.75,0.06
0.002,0.004,0.002,0.004,0.0,0.008,0.978,0.002,0.0,0.0
0.002,0.002,0.006,0.04,0.0,0.006,0.002,0.0,0.004,0.938
0.004,0.508,0.038,0.052,0.026,0.006,0.004,0.086,0.262,0.014
0.0,0.034,0.04,0.596,0.002,0.134,0.022,0.006,0.04,0.126
0.914,0.0,0.0,0.008,0.02,0.004,0.024,0.002,0.01,0.018
0.018,0.014,0.014,0.082,0.012,0.07,0.016,0.02,0.078,0.676
0.006,0.046,0.084,0.018,0.01,0.002,0.016,0.016,0.79,0.012
0.006,0.716,0.04,0.036,0.008,0.038,0.016,0.012,0.12,0.008
0.0,0.002,0.014,0.952,0.0,0.002,0.004,0.002,0.002,0.022
